product,sale_date,category,quantity,total_price,total_profit,payment_type,customer_id,location,gender,age_band,year,quarter,page
Cream Vintage Bin,2025-11-23,Homeware — Bed Bath,2,144.0,50.4,Credit Card,4295,Offaly,Female,Group 25–34,2025,4,10
White Tie and Shirt Set,2025-11-23,Men — Shirts,1,35.0,13.3,Credit Card,5398,Sligo,Female,Category 18-24,2025,4,10
Blue Floral Embroidered Mac,2025-11-23,Children — Girls Clothing,1,35.0,17.85,Credit Card,19550,Kerry,Prefer not to say,Category 25-34,2025,4,10
Mola Headlamp,2025-11-23,Homeware — Design,2,86.0,34.4,Credit Card,7350,Donegal,M,Range 35–44,2025,4,10
Grey Marl Panda Face Crew,2025-11-23,Children — Boys Clothing,3,34.5,17.59,Credit Card,13206,Waterford,Male,Range 35-44,2025,4,10
Floral Embroidered Kaftan,2025-11-24,Children — Girls Clothing,2,64.0,32.64,PayPal,1491,Kildare,Male,Category 25-34,2025,4,11
Dark Blue Belted Jeans,2025-11-24,Men — Jeans,1,29.0,11.6,Credit Card,10231,Tipperary,Female,Group 55-64,2025,4,11
Mid Blue Straight Fit Jeans,2025-11-24,Men — Jeans,1,38.0,15.2,Credit Card,2922,Cork,Prefer not to say,25–34,2025,4,11
Dawson Trolley,2025-11-24,Homeware — Design,1,57.0,22.8,Credit Card,5863,Cork,F,25-34,2025,4,11
Hawaiian Print Sun Safe Two Piece,2025-11-24,Children — Girls Clothing,2,35.0,17.85,Credit Card,7744,Tipperary,Male,Category 35–44,2025,4,11
Dwellers Stool,2025-11-24,Homeware — Design,2,20.7,6.9,Credit Card,7566,Dublin,M,Range 25—34,2025,4,11
Black Skinny Fit Jeans,2025-11-24,Men — Jeans,1,41.4,13.8,Debit Card,4806,Kildare,Female,Category 35-44,2025,4,11
White Short Sleeve Bird Print Shirt,2025-11-24,Men — Shirts,-1,29.0,11.02,Credit  Card,5181,Monaghan,Male,25—34,2025,4,11
Navy/White Long Sleeve Gingham Cheque Shirt,2025-11-24,Men  — Shirts,2,58.0,22.04,Credit Card,17931,Meath,M,Category 55–64,2025,4,11
Blue Puff Sleeve T-shirt Five Pack,2025-11-25,Children — Girls Clothing,1,21.5,10.96,Debit Card,17931,Meath,M,Category 55-64,2025,4,11
Black Single Cuff Shirt,2025-11-25,Men — Shirts,2,84.0,31.92,Debit Card,8850,Dublin,M,25—34,2025,4,11
Multi Short Sleeve Character T-shirt,2025-11-25,Children — Boys Clothing,1,16.5,8.41,Debit Card,15700,Wicklow,Female,Range 45–54,2025,4,11
Navy Herringbone Throw,2025-11-25,Homeware — Bed Bath,2,178.0,62.3,Credit Card,8653,Dublin,Male,Group 55-64,2025,4,11
Mid Blue Straight Fit Jeans,2025-11-25,Men — Jeans,1,38.0,15.2,Debit Card,4877,Dublin,Female,Group 45-54,2025,4,11
White Polo Two Pack,2025-11-25,Children  —  Girls Clothing,2,15.0,7.65,Debit Card,7591,Kildare,F,25–34,2025,4,11
Lilac/Mint Long Sleeve Shirts,2025-11-26,Children — Girls Clothing,1,26.0,13.26,Credit Card,10219,Dublin,Female,25–34,2025,4,11
Hawaiian Print Sun Safe Two Piece,2025-11-26,Children — Girls Clothing,2,35.0,17.85,PayPal,6409,Limerick,M,Category 18-24,2025,4,11
Mid Blue Straight Fit Jeans,2025-11-26,Men — Jeans,1,38.0,15.2,Credit Card,6341,Dublin,Female,Range 35-44,2025,4,11
Cream Vintage Bin,2025-11-26,Homeware — Bed Bath,3,216.0,75.6,Credit Card,5969,Kildare,Female,Category 45-54,2025,4,11
Blue Stripe Snuggle Fit Pyjamas,2025-11-26,Children — Boys Clothing,1,18.5,9.44,Debit Card,5384,Cork,M,35-44,2025,4,11
Black Slim Fit Jeans,2025-11-27,Men — Jeans,1,46.0,18.4,Credit Card,16406,Donegal,Female,Category 45-54,2025,4,11
Navy/White Long Sleeve Gingham Cheque Shirt,2025-11-27,Men  — Shirts,2,58.0,22.04,Voucher,4984,Donegal,Male,Range 25-34,2025,4,11
Rose Gold Two Tier Drainer,2025-11-27,Homeware — Design,1,31.0,12.4,Credit Card,19406,Dublin,M,45-54,2025,4,11
Black Cigarette Trousers,2025-11-28,Men — Trousers,1,24.0,11.76,Debit Card,17812,Cork,Male,Category 35—44,2025,4,11
Marshall Oxford Shirt,2025-11-28,Men — Shirts,2,126.0,47.88,Credit  Card,13744,Tipperary,Female,Group 18-24,2025,4,11
White Short Sleeve Bird Print Shirt,2025-11-28,Men — Shirts,1,26.1,8.12,Credit Card,7466,Roscommon,Male,Category 45-54,2025,4,11
Dwellers Stool,2025-11-28,Homeware — Design,1,11.5,4.6,Credit Card,8603,Tipperary,Male,Category 45-54,2025,4,11
Black Bandeau Maxi Dress,2025-11-28,Women — Dresses,1,30.6,13.6,Credit Card,4137,Galway,Female,Category 35-44,2025,4,11
Rose Print Prom Dress,2025-11-28,Children — Girls Clothing,1,37.0,18.87,CC,18887,Galway,F,Category 25-34,2025,4,11
Black Skinny Fit Jeans,2025-11-28,Men — Jeans,1,46.0,18.4,Credit Card,4039,Dublin,F,Range 65+,2025,4,11
Dawson Trolley,2025-11-28,Homeware — Design,1,57.0,22.8,Credit  Card,13856,Sligo,Female,Group 25-34,2025,4,12
White Cropped Leggings,2025-11-29,Men — Trousers,1,35.0,17.15,Debit Card,1706,Waterford,M,Range None,2025,4,12
Pink Floral Blend Printed Dress,2025-11-29,Women  — Dresses,1,31.0,15.5,Credit Card,18369,Limerick,Female,Category 25–34,2025,4,12
Dark Wash Straight Fit Jeans,2025-11-29,Men —  Jeans,1,33.0,13.2,Credit  Card,5386,Dublin,M,Range 25—34,2025,4,12
Marshall Oxford Shirt,2025-11-29,Men — Shirts,2,126.0,47.88,Debit Card,4438,Galway,Prefer not to say,Range 25—34,2025,4,12
Navy Tailored Trousers,2025-11-29,Men — Trousers,1,42.0,20.58,Debit Card,19431,Cork,Female,Group 35–44,2025,4,12
Multi Floral Print Short Dress,2025-11-29,Women —  Dresses,1,31.0,15.5,Debit Card,7594,Roscommon,M,Group 35-44,2025,4,12
Black Skinny Fit Jeans,2025-11-30,Men — Jeans,1,46.0,18.4,CC,1634,Cavan,M,Category 25–34,2025,4,12
Set of 3 Animal Canvas Prints,2025-11-30,Homeware — Design,1,23.5,9.4,Credit Card,16828,Dublin,Male,Category 18-24,2025,4,12
Floral Embroidered Kaftan,2025-11-30,Children — Girls Clothing,3,86.4,39.36,Credit Card,1959,Dublin,F,Category 35—44,2025,4,12
Grey Marl Panda Face Crew,2025-11-30,Children — Boys Clothing,3,34.5,17.59,Credit Card,6470,Mayo,M,Group 55-64,2025,4,12
Light Grey Straight Fit Jeans,2025-11-30,Men —  Jeans,2,58.0,23.2,Debit Card,8359,Dublin,Prefer not to say,Category 25–34,2025,4,12
Blue Puff Sleeve T-shirt Five Pack,2025-12-01,Children — Girls Clothing,1,21.5,10.96,Debit Card,9419,Dublin,Male,Category 25-34,2025,4,12
Navy Linen Blend Dress,2025-12-01,Women — Dresses,1,30.0,15.0,Credit Card,5087,Carlow,Male,25-34,2025,4,12
White Short Sleeve Bird Print Shirt,2025-12-02,Men — Shirts,1,29.0,11.02,Credit Card,5356,Kerry,F,Category 45-54,2025,4,12
Pink Cheque Shirt Dress,2025-12-02,Children — Girls Clothing,1,16.5,8.41,Credit Card,18447,Wicklow,Male,Category 35–44,2025,4,12
Navy Jersey Joggers,2025-12-02,Men — Trousers,2,48.0,23.52,Debit Card,18169,Cork,Male,Range 35-44,2025,4,12
Hawaiian Print Sun Safe Two Piece,2025-12-03,Children — Girls Clothing,1,17.5,8.93,Debit Card,5281,Waterford,Prefer not to say,Group 55-64,2025,4,12
Lattice Runner,2025-12-03,Homeware — Design,1,86.0,34.4,Credit Card,13797,Kildare,Male,Range 18—24,2025,4,12
Dark Wash Straight Fit Jeans,2025-12-03,Men — Jeans,1,33.0,13.2,Debit Card,7381,Tipperary,Female,Range 35-44,2025,4,12
Blue Stripe Snuggle Fit Pyjamas,2025-12-03,Children —  Boys Clothing,1,18.5,9.44,PayPal,1469,Cork,F,Group 35-44,2025,4,12
Dark Blue Belted Jeans,2025-12-03,Men — Jeans,1,29.0,11.6,Credit Card,10059,Carlow,Female,Category 25-34,2025,4,12
Red Joggers Two Pack,2025-12-03,Children — Boys Clothing,1,15.0,7.65,PayPal,7672,Dublin,M,Range 35-44,2025,4,12
Navy Tailored Trousers,2025-12-03,Men — Trousers,3,126.0,61.74,Credit Card,6419,Dublin,Female,Category 35—44,2025,4,12
Blue Puff Sleeve T-shirt Five Pack,2025-12-03,Children — Girls Clothing,2,43.0,21.93,Voucher,3848,Wexford,Female,Range 35-44,2025,4,12
Multi Llama Vests Three Pack,2025-12-04,Children — Girls Clothing,1,17.5,8.93,Debit Card,3951,Longford,Male,Group 25-34,2025,4,12
White Tie and Shirt Set,2025-12-04,Men — Shirts,2,70.0,26.6,Debit Card,13884,Mayo,F,Group 25—34,2025,4,12
White Polo Two Pack,2025-12-04,Children — Girls Clothing,1,6.75,3.08,Credit Card,13950,Wicklow,Female,25-34,2025,4,12
Black Single Cuff Shirt,2025-12-05,Men — Shirts,1,42.0,15.96,Credit Card,10944,Cork,F,Range 25-34,2025,4,12
Dawson Trolley,2025-12-05,Homeware — Design,1,57.0,22.8,Credit Card,19237,Dublin,Male,Category 18-24,2025,4,12
Black Slim Fit Jeans,2025-12-05,Men — Jeans,1,46.0,18.4,Debit  Card,8359,Dublin,Prefer not to say,25-34,2025,4,13
White Tie and Shirt Set,2025-12-05,Men — Shirts,-1,35.0,13.3,Credit Card,1222,Dublin,M,Category 45-54,2025,4,13
Black Skinny Fit Jeans,2025-12-05,Men — Jeans,1,41.4,13.8,Debit Card,2641,Dublin,Female,Group 18—24,2025,4,13
White Polo Two Pack,2025-12-06,Children — Girls Clothing,2,13.5,6.15,Credit Card,2894,Wicklow,Male,25—34,2025,4,13
Marshall Oxford Shirt,2025-12-06,Men —  Shirts,3,189.0,71.82,Debit Card,12337,Westmeath,F,35–44,2025,4,13
Knitted Pom Pom Throw,2025-12-06,Homeware — Bed Bath,1,33.0,11.55,CC,13372,Limerick,Female,Range 18-24,2025,4,13
Chevron Pattern Towering Heels,2025-12-06,Men — Shoes,1,57.0,25.65,Credit Card,8303,Westmeath,Male,Category 35—44,2025,4,13
Blue Corbed Sandals,2025-12-06,Children — Boys Clothing,1,18.5,9.44,Credit Card,3896,Dublin,Female,Range 25—34,2025,4,13
Black Skinny Fit Ultra Flex Jeans,2025-12-06,Men — Jeans,1,33.0,13.2,Credit Card,9084,Dublin,Male,35—44,2025,4,13
White Polo Two Pack,2025-12-07,Children — Girls Clothing,1,7.5,3.83,Debit Card,17662,Dublin,Female,35-44,2025,4,13
Lodge Women's Shirt,2025-12-07,Women — Tops,1,33.3,18.5,Credit Card,17650,Dublin,Female,Group 35-44,2025,4,13
Navy Short Sleeve Linen Blend Shirt,2025-12-07,Men — Shirts,1,21.15,6.58,Credit Card,11491,Cork,M,Range 25–34,2025,4,13
Dawson Trolley,2025-12-07,Homeware  — Design,1,57.0,22.8,Credit Card,5899,Roscommon,Male,Range 45—54,2025,4,13
Navy/White Long Sleeve Gingham Cheque Shirt,2025-12-07,Men — Shirts,2,58.0,22.04,Credit Card,7059,Dublin,F,35-44,2025,4,13
Multi Llama Vests Three Pack,2025-12-08,Children — Girls Clothing,1,17.5,8.93,Credit Card,7110,Monaghan,Female,Range 35-44,2025,4,13
Black Slim Fit Jeans,2025-12-08,Men — Jeans,1,46.0,18.4,Debit Card,5179,Limerick,Female,45-54,2025,4,13
Lilac/Mint Long Sleeve Shirts,2025-12-08,Children — Girls Clothing,2,52.0,26.52,Credit Card,5880,Wexford,Female,55-64,2025,4,13
Black Mary Jane Shoes,2025-12-08,Men — Shoes,1,44.0,19.8,Credit Card,7228,Dublin,Female,Range 45–54,2025,4,13
Mid Blue Slim Fit Ultra Flex Jeans,2025-12-08,Men — Jeans,1,48.0,19.2,Credit Card,14900,Wexford,Male,Range 45-54,2025,4,13
Lunar Cirque Blouse,2025-12-08,Women — Tops,1,21.6,12.0,CC,17297,Dublin,Female,35-44,2025,4,13
Navy Jersey Joggers,2025-12-08,Men — Trousers,1,24.0,11.76,Credit Card,9612,Cork,M,Category 45-54,2025,4,13
Camp Stool,2025-12-08,Homeware — Design,5,82.5,33.0,Credit Card,9012,Tipperary,Female,Range 35-44,2025,4,13
White Polo Two Pack,2025-12-09,Children — Girls Clothing,1,6.75,3.08,Debit Card,6512,Cork,Male,Group 35-44,2025,4,13
Orange/Navy Shorts Three Pack,2025-12-09,Children — Girls Clothing,2,33.0,16.83,Debit Card,10081,Waterford,F,Range 35-44,2025,4,13
Cream Vintage Bin,2025-12-09,Homeware — Bed Bath,2,129.6,36.0,Credit Card,12116,Dublin,Female,Range 35—44,2025,4,13
Dark Wash Straight Fit Jeans,2025-12-09,Men — Jeans,1,33.0,13.2,Voucher,10156,Kerry,Female,Range 55-64,2025,4,13
Navy Jersey Joggers,2025-12-09,Men — Trousers,2,48.0,23.52,Credit Card,8969,Dublin,F,Group 25–34,2025,4,13
Dwellers Stool,2025-12-10,Homeware — Design,1,11.5,4.6,Credit Card,17678,Dublin,M,Group 18-24,2025,4,13
Blue Stripe Snuggle Fit Pyjamas,2025-12-10,Children — Boys  Clothing,2,37.0,18.87,Credit Card,11497,Cork,M,Category 55-64,2025,4,13
Mola Headlamp,2025-12-10,Homeware —  Design,1,43.0,17.2,CC,4862,Dublin,Prefer not to say,Category 35—44,2025,4,13
Navy Crew and Jogger Set,2025-12-10,Children — Boys Clothing,2,35.0,17.85,Credit Card,6806,Dublin,Female,Group 25-34,2025,4,14
Rose Print Prom Dress,2025-12-10,Children — Girls Clothing,2,74.0,37.74,Debit Card,17703,Waterford,M,Group 55–64,2025,4,14
White Tie and Shirt Set,2025-12-10,Men — Shirts,4,140.0,53.2,Credit Card,5481,Monaghan,Female,25-34,2025,4,14
Black Loose Fit Jeans,2025-12-10,Men — Jeans,1,29.0,11.6,Credit Card,17041,Kerry,F,Category 25-34,2025,4,14
Floral Embroidered Kaftan,2025-12-10,Children — Girls Clothing,2,57.6,26.24,Debit Card,9012,Tipperary,Female,Range 35–44,2025,4,14
Long Sleeve Swing Shirt,2025-12-10,Women — Tops,1,35.0,21.0,CC,3244,Wicklow,Prefer not to say,Group 35-44,2025,4,14
Long Sleeve Swing Shirt,2025-12-10,Women — Tops,1,31.5,17.5,Credit Card,14291,Dublin,Male,Group 45-54,2025,4,14
Multi Short Sleeve Character T-shirt,2025-12-10,Children — Boys Clothing,1,16.5,8.41,Credit Card,4616,Dublin,Female,Range 18-24,2025,4,14
White Short Sleeve Oxford Shirt,2025-12-10,Men — Shirts,1,53.0,20.14,Debit Card,6437,Westmeath,Female,Range 25-34,2025,4,14
Juliette Pullover,2025-12-11,Women — Tops,1,53.0,31.8,Credit Card,14856,Louth,Male,Group 35-44,2025,4,14
White Polo Two Pack,2025-12-11,Children — Girls Clothing,1,7.5,3.83,Voucher,14075,Dublin,Male,25-34,2025,4,14
Rose Print Prom Dress,2025-12-11,Children — Girls Clothing,2,74.0,37.74,CC,6606,Cavan,Male,25-34,2025,4,14
Rose Print Prom Dress,2025-12-11,Children  — Girls Clothing,2,74.0,37.74,Credit  Card,5681,Dublin,Female,Range 65+,2025,4,14
Floral Embroidered Kaftan,2025-12-11,Children — Girls Clothing,1,32.0,16.32,Debit Card,5515,Dublin,Male,Category 18—24,2025,4,14
Navy Crew and Jogger Set,2025-12-11,Children — Boys Clothing,3,52.5,26.77,Credit Card,10644,Dublin,Female,Category 25-34,2025,4,14
Woodel Wall Mirror,2025-12-11,Homeware — Design,1,66.0,26.4,Debit Card,16512,Limerick,Female,Range 35–44,2025,4,14
Lunar Cirque Blouse,2025-12-11,Women — Tops,1,21.6,12.0,Credit Card,16406,Donegal,F,Range 45–54,2025,4,14
Grey Marl Panda Face Crew,2025-12-11,Children — Boys Clothing,3,31.05,14.14,CC,9925,Kildare,Male,Group 25-34,2025,4,14
Mola Headlamp,2025-12-11,Homeware —  Design,1,43.0,17.2,Credit Card,4801,Cork,Male,25-34,2025,4,14
Black Skinny Fit Ultra Flex Jeans,2025-12-12,Men — Jeans,1,33.0,13.2,CC,8366,Waterford,Male,Range 25-34,2025,4,14
White Tie and Shirt Set,2025-12-12,Men — Shirts,1,35.0,13.3,CC,15975,Dublin,Male,Group 65+,2025,4,14
Blue Puff Sleeve T-shirt Five Pack,2025-12-12,Children — Girls Clothing,4,86.0,43.86,CC,9434,Dublin,Female,Range 35–44,2025,4,14
Light Grey Straight Fit Jeans,2025-12-13,Men — Jeans,1,29.0,11.6,Credit Card,16797,Dublin,Male,25-34,2025,4,14
Lilac/Mint Long Sleeve Shirts,2025-12-13,Children — Girls Clothing,2,52.0,26.52,Debit Card,17312,Donegal,M,Range 35–44,2025,4,14
Marshall Oxford Shirt,2025-12-13,Men — Shirts,1,63.0,23.94,Debit Card,2194,Monaghan,Male,Category 45-54,2025,4,14
Tan Leather Woven Slingbacks,2025-12-13,Men  — Shoes,1,43.0,19.35,Credit Card,13544,Waterford,Male,Category 25-34,2025,4,14
Navy Herringbone Throw,2025-12-13,Homeware — Bed Bath,4,356.0,124.6,Credit Card,14937,Limerick,M,25–34,2025,4,14
Black Loose Fit Jeans,2025-12-13,Men — Jeans,1,29.0,11.6,Credit Card,12619,Kildare,Female,Group 18-24,2025,4,14
Black Single Cuff Shirt,2025-12-13,Men — Shirts,3,126.0,47.88,Credit  Card,7312,Offaly,Male,Category 35–44,2025,4,14
White Polo Two Pack,2025-12-14,Children —  Girls Clothing,1,7.5,3.83,Debit Card,4669,Laois,Male,Range 25-34,2025,4,14
Black Skinny Fit Jeans,2025-12-14,Men — Jeans,1,46.0,18.4,CC,7856,Limerick,Female,Category 18-24,2025,4,15
Blue Puff Sleeve T-shirt Five Pack,2025-12-14,Children — Girls Clothing,1,21.5,10.96,Credit Card,15697,Westmeath,Female,Category 55-64,2025,4,15
Coral Plisse Dress,2025-12-14,Women — Dresses,1,36.0,16.0,Debit Card,15553,Cork,Prefer not to say,Range 25-34,2025,4,15
Harriet Chambray Top,2025-12-14,Women — Tops,-1,31.5,17.5,Debit Card,17297,Dublin,Female,Group 35-44,2025,4,15
Black Single Cuff Shirt,2025-12-14,Men — Shirts,2,84.0,31.92,Debit Card,12684,Dublin,Prefer not to say,Range 45—54,2025,4,15
Grey Marl Panda Face Crew,2025-12-14,Children — Boys Clothing,1,11.5,5.87,Credit  Card,11956,Tipperary,Male,Category 35-44,2025,4,15
Hawaiian Print Sun Safe Two Piece,2025-12-14,Children — Girls Clothing,1,17.5,8.93,Credit Card,9419,Dublin,M,Category 25-34,2025,4,15
Fancy Ballerina Shoes,2025-12-14,Men — Shoes,4,172.0,77.4,Debit Card,5526,Dublin,Male,Range 18-24,2025,4,15
Grey Marl Panda Face Crew,2025-12-15,Children — Boys Clothing,1,11.5,5.87,Debit Card,6344,Meath,Female,25–34,2025,4,15
Light Grey Straight Fit Jeans,2025-12-15,Men — Jeans,2,58.0,23.2,Debit Card,6341,Dublin,Female,35—44,2025,4,15
Pink Cheque Shirt Dress,2025-12-15,Children — Girls Clothing,1,16.5,8.41,Debit Card,11066,Kildare,Male,Range 18-24,2025,4,15
Leather Court Shoes,2025-12-15,Men — Shoes,2,74.0,33.3,Credit Card,18700,Mayo,Male,Range 55–64,2025,4,15
Black Single Cuff Shirt,2025-12-15,Men — Shirts,3,126.0,47.88,Debit Card,3419,Dublin,Male,Group 35-44,2025,4,15
Black Loose Fit Jeans,2025-12-15,Men — Jeans,1,29.0,11.6,PayPal,4862,Dublin,Prefer not to say,Category 35-44,2025,4,15
Navy Suede Loafers,2025-12-15,Men — Shoes,1,35.0,15.75,Debit Card,19369,Dublin,Male,Category 25-34,2025,4,15
Rose Print Prom Dress,2025-12-15,Children  — Girls Clothing,1,37.0,18.87,Credit Card,4070,Offaly,Female,Group 35–44,2025,4,15
Grey Marl Panda Face Crew,2025-12-16,Children — Boys Clothing,1,11.5,5.87,Debit Card,5591,Waterford,M,25-34,2025,4,15
Orange/Navy Shorts Three Pack,2025-12-16,Children — Girls Clothing,1,16.5,8.41,PayPal,11759,Cork,Male,Category 45—54,2025,4,15
Pink Cheque Shirt Dress,2025-12-16,Children — Girls Clothing,1,14.85,6.76,Credit Card,12409,Wicklow,Female,Group 18-24,2025,4,15
White Tie and Shirt Set,2025-12-17,Men — Shirts,2,70.0,26.6,Credit Card,18837,Tipperary,M,Group 65+,2025,4,15
Camp Stool,2025-12-17,Homeware — Design,3,49.5,19.8,Credit Card,8569,Wicklow,Female,Category 25—34,2025,4,15
Navy Herringbone Throw,2025-12-17,Homeware —  Bed Bath,2,160.2,44.5,Credit  Card,4512,Cork,Male,18–24,2025,4,15
Black Mary Jane Shoes,2025-12-17,Women — Shoes,1,39.6,15.4,Debit Card,6118,Limerick,M,45–54,2025,4,15
Metallic Cross Strap Block Heels,2025-12-17,Women — Shoes,1,58.5,22.75,Credit Card,4387,Waterford,F,Range 35–44,2025,4,15
Lilac/Mint Long Sleeve Shirts,2025-12-18,Children — Girls Clothing,-1,26.0,13.26,Debit Card,10806,Dublin,Male,Range 18-24,2025,4,15
Mid Blue Straight Fit Jeans,2025-12-18,Men — Jeans,2,76.0,30.4,Debit Card,3475,Dublin,Male,Range 18-24,2025,4,15
Lilac/Mint Long Sleeve Shirts,2025-12-18,Children — Girls Clothing,2,52.0,26.52,Debit Card,5942,Laois,Male,Range 25–34,2025,4,15
Pink Cheque Shirt Dress,2025-12-19,Children —  Girls Clothing,1,16.5,8.41,Credit Card,2450,Dublin,Male,Range 35-44,2025,4,15
Light Blue Slim Fit Short Sleeve Stretch Shirt,2025-12-19,Men —  Shirts,1,21.15,6.58,Credit Card,17697,Kildare,M,Group 35-44,2025,4,15
Light Grey Straight Fit Jeans,2025-12-19,Men — Jeans,2,58.0,23.2,Debit Card,2178,Meath,Female,Category None,2025,4,15
White Polo Two Pack,2025-12-19,Children — Girls Clothing,1,7.5,3.83,Debit Card,2487,Galway,Female,Range 55-64,2025,4,16
White Short Sleeve Oxford Shirt,2025-12-19,Men — Shirts,1,53.0,20.14,CC,3894,Wicklow,M,Range 25—34,2025,4,16
Blue Stripe Snuggle Fit Pyjamas,2025-12-19,Children — Boys Clothing,1,18.5,9.44,CC,9706,Offaly,Male,Category 35-44,2025,4,16
Multi Llama Vests Three Pack,2025-12-19,Children — Girls Clothing,1,17.5,8.93,PayPal,15687,Cork,Male,Group 35–44,2025,4,16
Fluro Shorts Two Pack,2025-12-19,Children — Boys  Clothing,-1,17.5,8.93,Credit Card,10219,Dublin,Female,Range 25-34,2025,4,16
Pink Cheque Shirt Dress,2025-12-19,Children — Girls Clothing,1,16.5,8.41,Debit Card,10769,Dublin,Female,Category 25–34,2025,4,16
Neutral Chino Trousers,2025-12-19,Men — Trousers,1,35.0,17.15,Credit Card,7544,Dublin,Female,35-44,2025,4,16
Black Jersey Denim Leggings,2025-12-19,Men  — Trousers,1,57.0,27.93,Credit Card,1000,Dublin,Male,Range 55—64,2025,4,16
Navy Jersey Joggers,2025-12-20,Men — Trousers,1,24.0,11.76,Credit Card,18281,Kerry,Female,45-54,2025,4,16
Dwellers Stool,2025-12-20,Homeware — Design,1,11.5,4.6,Credit Card,18141,Offaly,M,Category None,2025,4,16
Pink Cheque Shirt Dress,2025-12-20,Children —  Girls Clothing,1,16.5,8.41,PayPal,1959,Dublin,Female,Range 35–44,2025,4,16
Double Wall Mug,2025-12-20,Homeware — Design,1,12.5,5.0,Credit Card,15019,Longford,M,45—54,2025,4,16
Grey Marl Panda Face Crew,2025-12-20,Children — Boys Clothing,2,20.7,9.43,Credit Card,9012,Tipperary,Female,Group 35-44,2025,4,16
Black Loose Fit Jeans,2025-12-20,Men — Jeans,1,26.1,8.7,PayPal,2641,Dublin,Female,Range 18-24,2025,4,16
Cream Vintage Bin,2025-12-21,Homeware — Bed Bath,5,360.0,126.0,Credit Card,13856,Sligo,F,Range 25-34,2025,4,16
Navy Crew and Jogger Set,2025-12-21,Children — Boys Clothing,1,17.5,8.93,Debit Card,7059,Dublin,Female,Category 35–44,2025,4,16
Black Single Cuff Shirt,2025-12-21,Men — Shirts,2,84.0,31.92,Credit Card,4594,Kildare,M,Range 25–34,2025,4,16
Black Skinny Fit Ultra Flex Jeans,2025-12-21,Men — Jeans,1,33.0,13.2,Debit Card,9800,Limerick,M,Range 18—24,2025,4,16
Navy Suede Loafers,2025-12-22,Men — Shoes,1,35.0,15.75,CC,6503,Cork,Male,25—34,2025,4,16
Nude Peep Toe Cork Wedges,2025-12-22,Men — Shoes,2,88.0,39.6,Debit Card,12806,Cork,Female,Group 18-24,2025,4,16
Black Skinny Fit Ultra Flex Jeans,2025-12-22,Men — Jeans,1,33.0,13.2,Credit Card,7175,Cork,Prefer not to say,45-54,2025,4,16
Mid Blue Slim Fit Ultra Flex Jeans,2025-12-23,Men — Jeans,1,48.0,19.2,Credit Card,5334,Dublin,Female,Range 35-44,2025,4,16
Harriet Chambray Top,2025-12-23,Women — Tops,1,31.5,17.5,Credit Card,4241,Galway,F,Range 35-44,2025,4,16
Dwellers Stool,2025-12-23,Homeware — Design,10,115.0,46.0,Credit Card,19034,Mayo,Female,Group 18-24,2025,4,16
Cream Vintage Bin,2025-12-23,Homeware — Bed Bath,6,432.0,151.2,Credit Card,7016,Dublin,F,Group 55-64,2025,4,16
